"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.45452988,-0.0509768985,0.0203497466,0.0901189744
3.46448688,-0.0659084395,-0.00254438398,0.0971180275
3.47444488,-0.0743836835,-0.0132340463,0.0922175422
3.48440188,-0.0808373243,-0.0308979955,0.0822892785
3.49435988,-0.0908092633,-0.0641369075,0.0655012429
3.50431788,-0.0961204097,-0.0913959593,0.0414076261
3.51427488,-0.0947195813,-0.120205238,0.0230456647
3.52423288,-0.0915493593,-0.143759295,0.0127410954
3.53418988,-0.0841745287,-0.142872468,0.00682435045
3.54414788,-0.0659888685,-0.124416761,0.00707229041
3.55410488,-0.0392994694,-0.0915624052,0.0106877983
3.56406288,-0.00446026213,-0.0504788868,0.0142058339
3.57402088,0.035558261,-0.0200043339,0.00896686316
3.58397788,0.0645145476,0.0123658562,0.00721263932
3.59393588,0.0785121173,0.0334809944,0.0160066634
3.60389288,0.0801401064,0.038699992,0.0246558115
3.61385088,0.068786785,0.0395953469,0.0339329317
3.62380888,0.0428883433,0.0388027877,0.0384129025
3.63376588,0.0126508139,0.0285839736,0.0521968901
3.64372388,-0.02323821,0.0184612982,0.0740824863
3.65368088,-0.0572891235,0.0136114163,0.0936758891
3.66363888,-0.0775826722,0.0140609574,0.103386573
3.67359588,-0.0774191543,0.0118523985,0.111789912
3.68355388,-0.064455159,0.00372336549,0.122886509
3.69351188,-0.0472561941,-0.0121243075,0.125491083
3.70346887,-0.0370909087,-0.0356133878,0.122700356
3.71342688,-0.0283863675,-0.0500101708,0.11185436
3.72338388,-0.0207116697,-0.0520152636,0.105245732
3.73334188,-0.0150359413,-0.0441341698,0.106706738
3.74329988,-0.0155219678,-0.034170486,0.108886003
3.75325688,-0.0206956901,-0.0210642722,0.110729977
3.76321488,-0.0288098101,-0.0128364367,0.114204869
3.77317188,-0.0384672321,-0.0182985794,0.120468624
3.78312988,-0.0476018749,-0.0190879405,0.118994564
3.79308788,-0.0479739159,-0.0158053283,0.115622737
3.80304488,-0.0375665501,-0.0283043422,0.114638701
3.81300288,-0.028011661,-0.0460356697,0.117010511
3.82295988,-0.0248776525,-0.040701624,0.118256338
3.83291788,-0.0229449961,-0.0297776032,0.115661882
3.84287488,-0.0190506559,-0.00907844957,0.109015435
3.85283288,-0.0238659177,0.0105165569,0.107996777
3.86279088,-0.0456681512,0.0349609144,0.106993824
3.87274788,-0.0664639771,0.0526930392,0.104196973
3.88270588,-0.0808202773,0.0498908609,0.098853074
3.89266288,-0.0822219029,0.0387244932,0.0914393663
3.90262088,-0.0735993832,0.0321392938,0.0784253031
3.91257888,-0.0597235188,0.0217977073,0.0628162473
3.92253587,-0.0404195935,0.0129264509,0.0466114432
3.93249388,-0.0265980549,0.00794287771,0.0255580898
3.94245088,-0.019470904,0.00412869873,0.00357050006
3.95240888,-0.0158857554,0.0015659387,-0.0114153735
3.96236688,-0.0250883084,-0.0126830386,-0.0167033467
3.97232388,-0.0447142087,-0.0317107923,-0.0131371068
3.98228188,-0.0638788491,-0.0349324159,-0.00385545823
3.99223888,-0.0750577301,-0.0186101701,0.0106358668
4.00219688,-0.0770351291,0.0105735483,0.0234842878
4.01215488,-0.0775967911,0.0234131813,0.0329068154
4.02211188,-0.0922819898,0.0312862843,0.0507475995
4.03206988,-0.120354377,0.0307198297,0.0604348481
4.04202688,-0.15795581,0.0228113066,0.061195448
4.05198488,-0.195995077,0.0037763624,0.0575005785
4.06194188,-0.229759157,-0.00427410705,0.0529132821
