"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
41.7805474,0.456993242,-0.0260369431,-7.84355428
41.7905054,0.470161351,-0.282515796,-7.69271957
41.8004634,0.338180984,-0.534655158,-7.7624507
41.8104204,0.171634332,-0.802207194,-7.96057088
41.8203784,0.0529717117,-1.02516722,-8.16093563
41.8303364,-0.023044191,-1.16657476,-8.37865835
41.8402944,-0.0914285759,-1.20248778,-8.56914702
41.8502524,-0.0891840118,-1.25082073,-8.85345846
41.8602104,-0.0902314751,-1.29975223,-9.23024595
41.8701684,-0.0924760391,-1.28359137,-9.60987655
41.8801264,0.0320224472,-1.21625444,-9.81996775
41.8900834,0.19168577,-1.16343237,-9.82999347
41.9000414,0.260219793,-1.0978911,-9.79078841
41.9099994,0.265157834,-1.03773678,-9.75128409
41.9199574,0.29164369,-1.00900636,-9.67721347
41.9299154,0.288650938,-0.986710359,-9.70968483
41.9398734,0.251241537,-0.999878468,-9.93099885
41.9498314,0.20485388,-1.03294838,-10.2407487
41.9597894,0.242562556,-1.06227735,-10.4406645
41.9697474,0.330100554,-1.07245271,-10.5250601
41.9797044,0.426317533,-1.03130237,-10.5153337
41.9896624,0.57640405,-1.01529114,-10.4412631
41.9996204,0.742651427,-1.04252519,-10.2353617
42.0095784,0.88675244,-1.07888712,-9.98516766
42.0195364,0.947505307,-1.12707043,-9.82909564
42.0294944,0.966958195,-1.20233815,-9.80994203
42.0394524,0.963067618,-1.29376672,-9.93264486
42.0494104,0.902913301,-1.32938047,-10.0112046
42.0593674,0.825401022,-1.27595985,-9.99025534
42.0693254,0.710329705,-1.12722007,-9.99983215
42.0792834,0.595258388,-0.92670568,-10.2982095
42.0892414,0.736366648,-0.836923118,-10.741885
42.0991994,0.895132146,-0.880018748,-10.9672393
42.1091574,0.85742347,-0.826897398,-10.9091799
42.1191154,0.605882658,-0.617404753,-10.8388502
42.1290724,0.348356342,-0.442328757,-10.7924625
42.1390304,0.201112939,-0.368557418,-10.7725607
42.1489888,0.0947206032,-0.291045139,-10.9284831
42.1589468,0.0350151993,-0.139462247,-11.4065753
42.1689048,0.142454999,0.100706107,-12.1592524
42.1788628,0.39339726,0.437091441,-12.8128695
42.1888208,0.672920304,0.843207897,-13.2662714
42.1987788,0.957082114,1.17974287,-13.5404075
42.2087358,1.16014034,1.42305361,-13.3838866
42.2186938,1.20203887,1.55278941,-12.8281325
42.2286518,1.16941787,1.50161335,-11.8845178
42.2386098,1.0978911,1.31202251,-10.6914572
42.2485678,0.94421328,1.0875661,-9.48373205
42.2585258,0.863109698,0.855927094,-8.52365719
42.2684838,0.859967309,0.578498976,-7.87991621
42.2784418,0.919672713,0.377685312,-7.54053813
42.2883988,0.9192238,0.362871189,-7.47215374
42.2983568,0.784849232,0.409707759,-7.68164639
42.3083148,0.597054039,0.493654455,-8.15824216
42.3182728,0.442179119,0.508468578,-8.74931069
42.3282308,0.38277299,0.48273091,-9.26870281
42.3381888,0.427813909,0.411952323,-9.65985551
42.3481468,0.585531944,0.4508581,-9.79168624
42.3581048,0.799364079,0.642094958,-9.57501099
42.3680618,1.05838677,0.801608643,-9.09691885
42.3780198,1.21730191,0.865204625,-8.57887346
42.3879778,1.27057289,0.853083979,-8.16332984
42.3979358,1.37112936,0.79741879,-7.94725314
42.4078938,1.45088621,0.692373193,-7.96625711
42.4178518,1.3991116,0.533757333,-8.26583159
42.4278098,1.24408704,0.398933852,-8.68122558
42.4377668,1.05629184,0.27039515,-8.99321999
42.4477248,0.956932476,0.122702835,-9.37793827
42.4576828,0.858321295,-0.0185550629,-9.72764135
42.4676408,0.710329705,-0.0989104561,-9.87159272
42.4775988,0.55575406,-0.119710083,-9.83612861
42.4875568,0.498742133,-0.14799159,-9.69157868
42.4975148,0.497844308,-0.233883575,-9.50812298
42.5074728,0.511311692,-0.367659592,-9.37000747
42.5174308,0.50083706,-0.496347932,-9.23099414
42.5273878,0.472854828,-0.651073214,-9.09946268
42.5373458,0.4146458,-0.824503197,-9.0075852
42.5473038,0.322618674,-0.992546226,-8.95715732
42.5572618,0.228346983,-1.16837041,-8.87171425
42.5672198,0.167444479,-1.38938515,-8.73240164
42.5771778,0.0715267746,-1.60336692,-8.58785172
