east_cell,north_cell,east_m,north_m,b_total_uT,b_mean_uT,sample_count,session_count,b_q25_uT,b_q75_uT,b_iqr_uT
7,13,-2.863760809,-6.101959650,53.401846356,53.421501475,35,1,53.318919892,53.527888591,0.208968699
7,14,-2.878931219,-5.956208645,53.323989355,53.310830063,34,1,53.203586211,53.384793019,0.181206809
7,15,-2.894274733,-5.815761285,53.295830050,53.306085431,34,1,53.217608657,53.379787889,0.162179232
7,16,-2.910172265,-5.660060598,53.269166698,53.269282167,35,1,53.189573622,53.349666797,0.160093175
7,17,-2.924327771,-5.515486608,53.096210387,53.109028809,32,1,53.027546675,53.187346463,0.159799788
7,18,-2.937435673,-5.360451131,52.941709107,52.944142644,33,1,52.868766628,52.982316367,0.113549739
7,19,-2.953875989,-5.208895447,53.188880134,53.151393590,35,1,53.027933514,53.287890044,0.259956530
7,20,-2.965125645,-5.055397710,53.219084678,53.222992997,36,1,53.088985614,53.358237841,0.269252226
8,1,-2.668931603,-7.838891173,53.349012846,53.333499934,3,1,53.296708953,53.378047371,0.081338418
8,2,-2.678644939,-7.765903941,53.045247228,53.050622913,55,1,52.956070378,53.130551114,0.174480736
8,3,-2.700887541,-7.604293824,53.225641278,53.222248945,53,1,53.167968002,53.276969222,0.109001219
8,4,-2.715649380,-7.460085242,53.259950088,53.260681341,53,1,53.187501341,53.340129708,0.152628366
8,5,-2.730786033,-7.313257939,53.283467772,53.271853088,51,1,53.208780721,53.344783727,0.136003006
8,6,-2.745870573,-7.163580222,53.252701052,53.232649677,45,1,53.202195549,53.298114599,0.095919049
8,7,-2.760929272,-7.005170064,53.414090136,53.376199039,48,1,53.293241186,53.452242208,0.159001023
8,8,-2.782772624,-6.859706631,53.312598155,53.329934595,46,1,53.240744693,53.405394038,0.164649345
8,9,-2.798713259,-6.706865279,53.397277810,53.395032524,40,1,53.321048396,53.481254477,0.160206081
8,10,-2.813963681,-6.590590821,53.366686097,53.432616912,28,1,53.339005062,53.508829829,0.169824767
8,43,-2.669582494,-1.551591578,56.068607812,56.095314284,9,1,56.049862762,56.143152313,0.093289551
8,44,-2.677742034,-1.461425521,56.212647018,56.199809950,41,1,56.117513714,56.263239099,0.145725385
8,45,-2.684890509,-1.308252827,56.192011873,56.207519263,43,1,56.136106814,56.272901538,0.136794724
8,46,-2.692516800,-1.157961638,56.277628464,56.264169201,50,1,56.173431190,56.347960836,0.174529646
8,47,-2.699916140,-1.009311804,56.441150349,56.427689499,43,1,56.356034553,56.528689827,0.172655274
8,48,-2.711316374,-0.868849544,56.266541824,56.285790516,47,1,56.185106055,56.418570321,0.233464266
8,49,-2.718266764,-0.709870452,56.109280738,56.092491240,43,1,56.002735805,56.179359975,0.176624169
8,50,-2.721918934,-0.555747666,56.233614885,56.241520907,44,1,56.136801749,56.307772239,0.170970490
8,51,-2.727438361,-0.401367732,56.221245380,56.212724809,47,1,56.147619684,56.283555743,0.135936058
8,52,-2.732900116,-0.254973436,56.174339637,56.207101711,43,1,56.107877969,56.292168597,0.184290628
8,53,-2.734649865,-0.110862549,56.072846603,56.056591993,43,1,55.974858263,56.159744149,0.184885886
8,54,-2.738901827,0.045819197,56.296775154,56.285508920,39,1,56.169198155,56.392032528,0.222834373
8,55,-2.741626968,0.192807051,56.246460838,56.241145436,37,1,56.186192970,56.268796843,0.082603873
8,56,-2.750455962,0.354303805,56.425250706,56.422071614,47,1,56.343097314,56.489319259,0.146221945
8,57,-2.746322420,0.479836304,56.451979531,56.457213409,54,1,56.359764912,56.551762714,0.191997801
8,58,-2.749006094,0.646858240,56.341972573,56.323855665,49,1,56.217454348,56.428971120,0.211516772
8,59,-2.747709736,0.794996475,56.401731922,56.439756001,52,1,56.300504320,56.507195267,0.206690947
8,60,-2.742220660,0.933557814,56.421578369,56.420676016,63,1,56.337438558,56.497204221,0.159765662
8,61,-2.743411134,1.091546776,56.279720876,56.262777332,217,1,56.109117746,56.398825993,0.289708247
9,1,-2.656159837,-7.939706311,52.952300607,52.910581883,268,1,52.655823316,53.141762886,0.485939570
9,29,-2.523876446,-3.679592082,56.237823821,56.321823901,18,1,56.198332093,56.431275048,0.232942955
9,30,-2.529651373,-3.566508396,56.393329233,56.385766616,33,1,56.261119079,56.470918420,0.209799340
9,31,-2.539546763,-3.411282112,56.157003228,56.142331951,33,1,56.052672073,56.259455758,0.206783685
9,32,-2.546776602,-3.255949667,56.209842305,56.207145724,34,1,56.094296432,56.281815686,0.187519253
9,33,-2.560908486,-3.106542125,56.136088240,56.113862774,37,1,56.018381882,56.210293808,0.191911926
9,34,-2.573869874,-2.954863803,56.105439252,56.095687169,39,1,55.993766885,56.209687242,0.215920357
9,35,-2.579894531,-2.811259461,56.157277200,56.158360111,36,1,56.073045519,56.241908892,0.168863372
9,36,-2.592170017,-2.653680790,56.333738445,56.308831188,38,1,56.201795248,56.440984111,0.239188864
9,37,-2.596814351,-2.506500031,56.187432175,56.242554451,37,1,56.115287869,56.350518977,0.235231108
9,38,-2.614120159,-2.360285261,56.332916164,56.390256341,44,1,56.251835750,56.470434954,0.218599203
9,39,-2.623419587,-2.210397480,56.060943998,56.051431646,43,1,55.926077004,56.184823192,0.258746187
9,40,-2.636057715,-2.059871598,56.270881213,56.355557968,43,1,56.158325633,56.395077215,0.236751582
9,41,-2.645462005,-1.905286331,56.116468482,56.090963089,46,1,55.961140930,56.193639211,0.232498282
9,42,-2.656377676,-1.760361766,55.876928349,55.863119028,43,1,55.790979213,55.927126398,0.136147185
9,43,-2.664355630,-1.627260367,56.066946751,56.049865702,32,1,55.938841044,56.116203515,0.177362470
10,18,-2.369341110,-5.327218356,56.525027680,56.532173125,22,1,56.480672279,56.612930212,0.132257932
10,19,-2.378740481,-5.214570986,56.327572927,56.343550176,35,1,56.278040449,56.396547941,0.118507493
10,20,-2.392076727,-5.061464260,56.642516517,56.641622725,39,1,56.563922017,56.714478956,0.150556939
10,21,-2.408342386,-4.913701822,56.485911545,56.474011856,40,1,56.412565636,56.562059593,0.149493957
10,22,-2.418118184,-4.771364184,56.308001654,56.311301656,44,1,56.256315197,56.362408190,0.106092993
10,23,-2.434878844,-4.607062860,56.375761035,56.378579485,39,1,56.312043686,56.453873362,0.141829677
10,24,-2.452202818,-4.452710244,56.299276471,56.315959898,37,1,56.240008928,56.377385244,0.137376316
10,25,-2.464559965,-4.311168450,56.356160428,56.352026651,34,1,56.226941349,56.486112669,0.259171319
10,26,-2.478254613,-4.164518465,56.228750416,56.234464507,36,1,56.173238246,56.358774717,0.185536471
10,27,-2.492502732,-4.010577959,56.216820556,56.198472390,34,1,56.127794640,56.276345409,0.148550769
10,28,-2.505198313,-3.854294082,56.335101343,56.317470314,34,1,56.262274969,56.373098046,0.110823077
10,29,-2.513291380,-3.752620114,56.214190279,56.198726468,13,1,56.156859858,56.236096756,0.079236897
11,8,-2.218606903,-6.823470126,56.285897027,56.270307410,13,1,56.209416504,56.338640222,0.129223718
11,9,-2.230071094,-6.713436060,56.289359762,56.279406430,55,1,56.185490127,56.351196816,0.165706689
11,10,-2.245945366,-6.559591432,56.344675702,56.364105316,46,1,56.269485065,56.462929328,0.193444263
11,11,-2.264698916,-6.404060497,56.274786211,56.316383638,39,1,56.214018888,56.396468725,0.182449837
11,12,-2.277821815,-6.255393629,56.221291961,56.232248830,36,1,56.167713696,56.317815809,0.150102113
11,13,-2.294742867,-6.112985189,56.291274676,56.290603325,34,1,56.245112995,56.363883198,0.118770203
11,14,-2.308199129,-5.963053732,56.335755905,56.344265962,37,1,56.266827878,56.432673916,0.165846038
11,15,-2.321453270,-5.807451749,56.388391396,56.400177132,39,1,56.333077579,56.467482343,0.134404764
11,16,-2.338093008,-5.654945348,56.391362483,56.416939556,34,1,56.346164291,56.532019786,0.185855495
11,17,-2.354558517,-5.503901368,56.548989519,56.546837313,39,1,56.477735282,56.608851010,0.131115728
11,18,-2.362806614,-5.403850919,56.629261711,56.627352307,15,1,56.602590117,56.670236913,0.067646796
11,42,-2.218433328,-1.736519279,56.249702700,56.249702700,2,1,56.218480043,56.280925358,0.062445315
11,44,-2.223320416,-1.440682879,56.175559286,56.157763941,23,1,56.088160597,56.209736197,0.121575600
11,45,-2.229629711,-1.324510397,56.006123129,56.043783593,30,1,55.966884471,56.098665646,0.131781175
11,46,-2.230494936,-1.158536444,55.844165223,55.860246840,40,1,55.773370775,55.948579987,0.175209212
11,47,-2.234843741,-1.003364963,55.848639080,55.850598230,33,1,55.789527758,55.918730233,0.129202475
11,48,-2.236375772,-0.853227303,55.920854331,55.953853782,33,1,55.876063617,56.034712732,0.158649115
11,49,-2.245956294,-0.705337590,55.998572351,55.997540723,37,1,55.918987613,56.071080167,0.152092554
11,50,-2.250339963,-0.571087803,56.011000089,56.005992259,37,1,55.937085989,56.076453647,0.139367658
11,51,-2.253201256,-0.414831811,55.885309304,55.858844372,35,1,55.778337411,55.921648918,0.143311507
11,52,-2.251273841,-0.261821435,55.869116122,55.885882939,33,1,55.784459355,55.972916299,0.188456944
11,53,-2.251984348,-0.111574102,56.179655587,56.200856738,30,1,56.158806785,56.241542089,0.082735304
11,54,-2.255067714,0.037447649,56.212619492,56.210080033,35,1,56.143248142,56.284370289,0.141122147
11,55,-2.256474500,0.188141070,56.138896538,56.107659084,33,1,56.010826118,56.239452874,0.228626756
11,56,-2.252998573,0.336464163,55.987569556,55.981702820,37,1,55.901278403,56.049275403,0.147997000
11,57,-2.250570719,0.491474696,55.956088623,55.953936519,39,1,55.868414699,56.058016783,0.189602084
11,58,-2.243337762,0.644079666,55.850971852,55.867983768,38,1,55.774845948,55.981859522,0.207013574
11,59,-2.245575973,0.791856332,55.782938755,55.757090879,42,1,55.655809569,55.826973019,0.171163450
11,60,-2.248754363,1.003008398,56.036249670,56.046598775,141,1,55.924263258,56.161128154,0.236864896
11,61,-2.258005701,1.036271155,55.891860731,55.472026223,245,1,54.569984962,56.108302237,1.538317275
12,1,-2.202824825,-7.885193349,56.539385270,56.505832466,236,1,56.374772845,56.660870227,0.286097382
12,2,-2.195421464,-7.814626843,56.259349550,56.069715348,162,1,55.540260886,56.606292669,1.066031784
12,3,-2.193252912,-7.604015747,56.401373139,56.393870547,65,1,56.275201750,56.507039680,0.231837930
12,4,-2.180382063,-7.456705776,56.508127122,56.502225756,82,1,56.416011467,56.600706425,0.184694957
12,5,-2.176253810,-7.322516191,56.370244072,56.386502842,79,1,56.294676133,56.488918609,0.194242476
12,6,-2.182998332,-7.160907343,56.219261794,56.164492447,63,1,56.031072692,56.297316091,0.266243399
12,7,-2.199493309,-7.004646475,56.321939409,56.310617584,55,1,56.244557522,56.374225651,0.129668129
12,8,-2.211679969,-6.875739953,56.159492217,56.165077869,43,1,56.085491732,56.227625313,0.142133581
12,19,-2.074791844,-5.177081253,56.005851225,56.005022738,23,1,55.969530943,56.058028652,0.088497709
12,20,-2.081806902,-5.051616622,55.963817953,55.954877621,41,1,55.886227843,56.020035524,0.133807682
12,21,-2.093188355,-4.908138645,55.848227988,55.853946681,46,1,55.760839796,55.933405509,0.172565713
12,22,-2.098604030,-4.766208583,55.887764778,55.907438916,46,1,55.770581884,56.013072844,0.242490961
12,23,-2.108324392,-4.614336758,55.962591876,55.968636831,43,1,55.825207929,56.088094093,0.262886164
12,24,-2.116160013,-4.458731382,55.760000944,55.780962408,41,1,55.668182244,55.909046581,0.240864338
12,25,-2.121608382,-4.302519296,55.889350333,55.879386960,43,1,55.805276554,55.953232181,0.147955626
12,26,-2.127437730,-4.158470469,55.888796870,55.874568223,40,1,55.782020365,55.945192473,0.163172108
12,27,-2.129703847,-4.009775343,55.977859894,55.966480114,36,1,55.888076781,56.038663784,0.150587002
12,28,-2.135483234,-3.863897554,56.081599164,56.099602305,35,1,56.034394264,56.180292687,0.145898424
12,29,-2.130602198,-3.712380953,55.885072745,55.918685749,46,1,55.793156936,56.025591728,0.232434792
12,30,-2.136348594,-3.550675316,56.282774341,56.254433743,45,1,56.143235582,56.380050041,0.236814459
12,31,-2.141965165,-3.408453846,56.414325330,56.396870056,44,1,56.339178759,56.484361323,0.145182563
12,32,-2.149298020,-3.257350301,56.208516869,56.241363817,45,1,56.166423765,56.323562965,0.157139200
12,33,-2.158729663,-3.107474825,56.187687213,56.198381915,42,1,56.123038753,56.237546425,0.114507673
12,34,-2.163197118,-2.962768411,56.193004691,56.211946631,36,1,56.138562470,56.300353225,0.161790755
12,35,-2.172158485,-2.817266484,56.172461789,56.177911563,37,1,56.091238804,56.254880800,0.163641996
12,36,-2.177847267,-2.661198053,56.077592263,56.098656055,37,1,56.008915199,56.164020236,0.155105037
12,37,-2.185586836,-2.512424653,56.085107568,56.089939226,33,1,56.015340468,56.169818332,0.154477864
12,38,-2.193513477,-2.362680599,56.163891803,56.157678117,32,1,56.058064489,56.224020502,0.165956013
12,39,-2.204777931,-2.204219107,56.031943168,56.022657974,34,1,55.983303585,56.079506272,0.096202687
12,40,-2.216074144,-2.051969032,56.000656122,56.002629270,35,1,55.930106077,56.060079682,0.129973605
12,41,-2.215343126,-1.909660188,55.995776568,56.019005858,33,1,55.929297876,56.051479341,0.122181465
12,42,-2.213519194,-1.766317733,56.144310072,56.163339995,34,1,56.105525517,56.242055156,0.136529639
12,43,-2.213532256,-1.603059362,56.171645614,56.151468881,25,1,56.038368996,56.284332243,0.245963247
12,44,-2.214703366,-1.517103227,56.188943775,56.207134436,8,1,56.152751341,56.256827597,0.104076256
13,1,-1.976715943,-7.903844194,55.535335193,55.648561987,101,1,55.373683432,55.994962216,0.621278784
13,2,-1.975391370,-7.757894901,56.223344273,56.199576979,61,1,56.114299620,56.291125519,0.176825899
13,3,-1.973704629,-7.607725268,56.326809305,56.318787813,57,1,56.256892836,56.378194147,0.121301311
13,4,-1.958580439,-7.456982887,56.281219043,56.285903440,63,1,56.202273565,56.406844511,0.204570946
13,5,-1.951030747,-7.306855501,56.243625033,56.222714222,53,1,56.170976512,56.310243610,0.139267098
13,6,-1.952520429,-7.161211427,56.029502521,56.020415776,48,1,55.941221091,56.116260668,0.175039576
13,7,-1.954902455,-7.011742910,56.107487641,56.117193482,57,1,55.990855988,56.234123850,0.243267862
13,8,-1.947722162,-6.863129144,56.068769273,56.083561030,51,1,56.030682783,56.162433013,0.131750229
13,9,-1.953145361,-6.702660949,56.031634026,56.043481471,37,1,55.971546542,56.135960757,0.164414215
13,10,-1.973382316,-6.556208638,55.925319934,55.947970994,31,1,55.886140904,56.024011377,0.137870473
13,11,-1.985379033,-6.406654663,56.092248759,56.067049835,35,1,55.993875815,56.146856105,0.152980291
13,12,-1.997176961,-6.254891993,56.176468420,56.191808406,33,1,56.125367568,56.245616015,0.120248447
13,13,-2.006894246,-6.105088155,56.197696212,56.172886438,36,1,56.104340030,56.262802848,0.158462817
13,14,-2.017369878,-5.957857862,56.148700828,56.159815195,36,1,56.084127379,56.236138513,0.152011133
13,15,-2.030500996,-5.810360191,56.024268145,56.023757398,40,1,55.936488386,56.104067060,0.167578674
13,16,-2.043782060,-5.657404900,56.047701546,56.047363247,43,1,55.964523767,56.140153626,0.175629859
13,17,-2.056009072,-5.509865067,55.939512055,55.922084545,50,1,55.861776710,56.012324955,0.150548245
13,18,-2.063820148,-5.357282714,55.804721178,55.789359536,41,1,55.717544543,55.881647267,0.164102724
13,19,-2.066168327,-5.255041672,55.789752816,55.752201693,15,1,55.634026481,55.909595174,0.275568693
14,54,-1.770933514,0.067903313,26.172580180,26.157639285,39,1,26.083084470,26.223839905,0.140755435
14,55,-1.775449561,0.187999842,26.096272734,26.082692401,49,1,26.007341649,26.131220516,0.123878867
14,56,-1.784555299,0.354459210,26.041192243,26.039249952,46,1,25.961677705,26.111980019,0.150302314
14,57,-1.791825074,0.496130434,26.022880850,26.042950417,48,1,25.961613079,26.108048768,0.146435689
14,58,-1.796558404,0.640679552,25.881204688,25.886596980,54,1,25.826760410,25.954700478,0.127940068
14,59,-1.799210195,0.791375201,25.929238818,25.898670293,56,1,25.779198892,25.998250783,0.219051892
14,60,-1.808041316,0.993805591,25.967744272,25.962626617,193,1,25.889801669,26.049021759,0.159220090
14,61,-1.790071643,1.036679771,25.759019518,25.763468035,71,1,25.692511605,25.828469937,0.135958332
15,40,-1.621493324,-2.054339128,26.066427812,26.094487877,40,1,26.002866380,26.219553839,0.216687460
15,41,-1.632538880,-1.914545580,26.187933575,26.172279842,41,1,26.084028522,26.259353004,0.175324482
15,42,-1.647997104,-1.756762271,26.221011216,26.221938082,45,1,26.181025732,26.253534001,0.072508269
15,43,-1.659186025,-1.606734815,26.218767026,26.181888949,39,1,26.116693432,26.277978767,0.161285335
15,44,-1.669573806,-1.465948786,26.145521356,26.150223832,45,1,26.079785284,26.213026022,0.133240737
15,45,-1.680693396,-1.311639598,26.129288213,26.134489184,44,1,26.070419144,26.215060999,0.144641855
15,46,-1.696992225,-1.154825988,26.134568716,26.134843272,39,1,26.056708373,26.205087527,0.148379154
15,47,-1.707375060,-1.011101606,26.139880100,26.104855257,46,1,25.997218161,26.194359908,0.197141747
15,48,-1.718534343,-0.860923199,26.233489110,26.237418271,48,1,26.178592867,26.300716511,0.122123644
15,49,-1.729994126,-0.707871073,26.039399372,26.079686211,55,1,25.947152533,26.248815742,0.301663209
15,50,-1.737524992,-0.564537025,26.073604199,26.103828160,69,1,25.990884964,26.203242028,0.212357064
15,51,-1.743957972,-0.407936195,26.138222667,26.151757248,58,1,26.044562948,26.292230563,0.247667615
15,52,-1.753146954,-0.258428107,26.169834768,26.167267999,56,1,26.095233465,26.232290510,0.137057045
15,53,-1.761118274,-0.102821430,26.201391384,26.217430503,55,1,26.140368933,26.271296621,0.130927688
15,54,-1.767432809,-0.010807391,25.989127279,25.987275066,14,1,25.920979423,26.034324158,0.113344735
16,30,-1.477114290,-3.548346768,26.365893184,26.417075287,33,1,26.296478433,26.529338792,0.232860359
16,31,-1.488873182,-3.406066506,26.354079200,26.328931825,45,1,26.290955186,26.392302012,0.101346826
16,32,-1.508729203,-3.257941193,26.412561697,26.459542583,47,1,26.346423583,26.576446226,0.230022643
16,33,-1.523336236,-3.109219907,26.391676345,26.363742676,41,1,26.259117885,26.452779175,0.193661290
16,34,-1.536941340,-2.959636607,26.281509001,26.287480118,40,1,26.226386897,26.375634219,0.149247322
16,35,-1.548079093,-2.814894670,26.159955251,26.180191614,40,1,26.085606095,26.260800021,0.175193926
16,36,-1.568109524,-2.662126827,26.231087258,26.251066184,36,1,26.155230653,26.350492445,0.195261792
16,37,-1.584801085,-2.508952519,26.141602847,26.144333536,46,1,26.048498213,26.241100337,0.192602123
16,38,-1.596768770,-2.362024167,26.166480431,26.167004439,41,1,26.109204382,26.264459744,0.155255362
16,39,-1.609971585,-2.217815881,26.058650654,26.066836606,43,1,26.001553567,26.131153723,0.129600155
16,40,-1.617739987,-2.130062009,26.178862131,26.178862131,2,1,26.153752681,26.203971582,0.050218901
17,22,-1.322449459,-4.729344306,49.310278632,39.448992767,37,2,26.409871983,49.453692102,23.043820119
17,23,-1.332580638,-4.610754050,26.527339633,36.874318705,68,2,26.357604923,49.376485922,23.018880998
17,24,-1.343044220,-4.458191887,26.834387844,37.532711369,64,2,26.322286018,49.436678153,23.114392135
17,25,-1.363382116,-4.308938858,26.453109866,37.224588418,65,2,26.255684104,49.228096343,22.972412238
17,26,-1.375943354,-4.159985394,37.909311357,37.823595536,68,2,26.210900061,49.357384337,23.146484276
17,27,-1.410229920,-4.009783330,26.607202181,36.662635662,74,2,26.327648272,49.451264497,23.123616226
17,28,-1.429897753,-3.857845433,26.609485212,36.872024920,68,2,26.433425301,49.320468369,22.887043067
17,29,-1.451183090,-3.708252022,26.470326570,36.723358947,66,2,26.270385511,49.225464895,22.955079384
17,30,-1.388933843,-3.577145765,49.245435783,45.672866769,38,2,49.122419001,49.362398438,0.239979438
17,31,-1.397508400,-3.409754049,49.353690125,49.369961991,34,1,49.251146795,49.468625589,0.217478794
17,32,-1.401927048,-3.264444678,49.501286113,49.509708789,33,1,49.444830252,49.568918782,0.124088530
17,33,-1.408670565,-3.111758205,49.451590565,49.437312363,35,1,49.328105937,49.568503689,0.240397751
17,34,-1.413414727,-2.962853545,49.471805501,49.466500268,34,1,49.429501731,49.539883119,0.110381388
17,35,-1.423137593,-2.805457844,49.327657495,49.353203942,37,1,49.270326226,49.410357563,0.140031337
17,36,-1.424171002,-2.654886020,49.375471297,49.405088257,41,1,49.281033544,49.528342153,0.247308609
17,37,-1.425848940,-2.509172254,49.419499671,49.397941017,42,1,49.259617930,49.489088291,0.229470362
17,38,-1.431392503,-2.364206516,49.335334977,49.335751725,39,1,49.259845536,49.391851665,0.132006130
17,39,-1.432278023,-2.211324863,49.409010016,49.413081170,39,1,49.270003386,49.534705496,0.264702110
17,40,-1.438829143,-2.055722241,49.393388771,49.390561157,34,1,49.316649720,49.445850770,0.129201050
17,41,-1.441035297,-1.916848569,49.555083545,49.534964437,37,1,49.442005536,49.621354748,0.179349212
17,42,-1.442207654,-1.757287250,49.383264844,49.387555927,36,1,49.317345291,49.456818660,0.139473369
17,43,-1.442602741,-1.607410466,49.306505145,49.329315185,34,1,49.234314906,49.430245877,0.195930971
17,44,-1.437939017,-1.460203656,49.371502320,49.353704443,35,1,49.307089297,49.421326569,0.114237272
17,45,-1.441631652,-1.301721997,49.510563701,49.520199135,35,1,49.449598527,49.575255137,0.125656610
17,46,-1.442124691,-1.155659974,49.545118729,49.512066267,38,1,49.342510443,49.671340343,0.328829900
17,47,-1.439710029,-1.008969524,49.504142494,49.496115689,38,1,49.396125715,49.619976336,0.223850621
17,48,-1.434303336,-0.850360979,49.455780480,49.440616861,35,1,49.375910079,49.504253807,0.128343728
17,49,-1.431857230,-0.708839558,49.601291205,49.604864891,34,1,49.527998022,49.681582733,0.153584710
17,50,-1.428681273,-0.562509146,49.637014880,49.641873030,32,1,49.545301034,49.759833348,0.214532314
17,51,-1.432509094,-0.412290655,49.620020228,49.575596677,33,1,49.404021940,49.701938886,0.297916946
17,52,-1.431225565,-0.259611127,49.491855802,49.473282698,33,1,49.412317201,49.544477338,0.132160138
17,53,-1.429630812,-0.108596638,49.474191689,49.484164747,32,1,49.416223890,49.572764044,0.156540154
17,54,-1.423458727,0.041533536,49.480322004,49.461711705,33,1,49.428641532,49.524535465,0.095893934
17,55,-1.418728337,0.188402892,49.556931133,49.585034707,32,1,49.445371171,49.746233131,0.300861960
17,56,-1.416582033,0.333458679,49.715458756,49.684475219,35,1,49.617706972,49.748253174,0.130546202
17,57,-1.413123461,0.499171592,49.564912111,49.566619882,37,1,49.496385039,49.648048233,0.151663194
17,58,-1.394309278,0.633969710,49.557777501,49.567953203,47,1,49.474667356,49.681723710,0.207056354
17,59,-1.387039697,0.796907092,49.646081409,49.660430307,49,1,49.585439138,49.746966197,0.161527060
17,60,-1.369776006,0.989990764,49.441804520,49.360578829,255,1,49.189207245,49.580336398,0.391129153
18,2,-1.168408951,-7.706003709,25.241310202,25.410891996,14,1,25.169909794,25.809474851,0.639565056
18,3,-1.170454790,-7.642650997,25.578863296,25.133184169,84,1,24.320847625,25.734037955,1.413190330
18,4,-1.172759709,-7.407319239,25.782434994,25.781153808,15,1,25.699960387,25.838612953,0.138652566
18,5,-1.174033921,-7.313971893,25.651351899,25.689103057,43,1,25.608357700,25.746288641,0.137930941
18,6,-1.181120675,-7.154609350,25.690954498,25.717218096,48,1,25.608497334,25.813627730,0.205130396
18,7,-1.181539223,-7.009583459,25.813463842,25.795064560,49,1,25.703608667,25.893382825,0.189774158
18,8,-1.189031644,-6.849011819,25.782215145,25.779231905,56,1,25.692589768,25.854533153,0.161943385
18,9,-1.195718273,-6.705809113,25.819305812,28.522932422,62,2,25.688153061,25.941070032,0.252916971
18,10,-1.199114554,-6.562783438,25.930066359,36.193077690,74,2,25.842450946,49.768513646,23.926062700
18,11,-1.210428808,-6.413682496,25.942935814,35.598829303,73,2,25.815610159,49.559044928,23.743434769
18,12,-1.211809749,-6.260936491,26.145355365,36.327639622,64,2,25.954479970,49.639962391,23.685482421
18,13,-1.216543345,-6.112726681,26.158599071,37.025429382,62,2,25.964081719,49.609472764,23.645391045
18,14,-1.215284664,-5.961622264,25.987803280,36.994403230,64,2,25.819370232,49.619877782,23.800507550
18,15,-1.240061667,-5.810282031,49.623080483,38.423063488,65,2,25.960332046,49.817596485,23.857264439
18,16,-1.229065364,-5.654217750,26.271881461,37.785147849,69,2,26.030956464,49.863975831,23.833019367
18,17,-1.241336349,-5.509534565,26.216644483,37.607517655,69,2,26.000017661,49.554996564,23.554978903
18,18,-1.272578374,-5.365427644,49.299944626,38.496823048,68,2,26.055650568,49.579357324,23.523706756
18,19,-1.285446452,-5.208733765,49.320253583,38.677141072,61,2,25.929991536,49.500421753,23.570430216
18,20,-1.295733099,-5.064471436,49.234347773,37.965381983,61,2,26.137622200,49.440051836,23.302429636
18,21,-1.306019355,-4.911557860,49.298621480,38.144247017,62,2,26.060485589,49.415197677,23.354712088
18,22,-1.314469114,-4.807659702,26.291699815,36.867239043,26,2,26.168324756,49.292673524,23.124348768
19,1,-1.059324515,-7.849903924,48.433512139,48.556297358,158,1,47.824402648,49.347378587,1.522975939
19,2,-1.064028177,-7.723978231,49.637893572,40.649223688,132,2,25.664945444,49.795746311,24.130800867
19,3,-1.166288548,-7.639965136,25.775705580,35.055058564,166,2,24.512995843,49.636705848,25.123710004
19,4,-1.093467124,-7.473718882,49.682235694,39.758477694,91,2,25.724914558,49.863332086,24.138417529
19,5,-1.105611800,-7.302290097,49.918220552,49.929875231,53,1,49.855289162,50.018319781,0.163030618
19,6,-1.116313976,-7.166751379,49.879333999,49.873622607,50,1,49.745932908,49.975851884,0.229918975
19,7,-1.131301308,-7.018656530,49.729184742,49.746896678,38,1,49.620078105,49.832264939,0.212186834
19,8,-1.143301441,-6.857856850,49.831635229,49.833010186,39,1,49.756573894,49.908134633,0.151560739
19,9,-1.163979221,-6.717297059,49.996940728,49.992320562,23,1,49.945244563,50.048099199,0.102854637
21,30,-0.718169355,-3.486722245,51.664334049,51.664334049,1,1,51.664334049,51.664334049,0.000000000
21,31,-0.719036852,-3.385819057,51.754368897,51.711360478,31,1,51.592914051,51.784264578,0.191350528
21,32,-0.726233491,-3.260035757,51.675362238,51.682217581,42,1,51.580644470,51.795530466,0.214885995
21,33,-0.735264854,-3.111531248,51.772746342,51.797389099,40,1,51.717077625,51.864923411,0.147845787
21,34,-0.745542219,-2.963613253,51.605884181,51.631307979,38,1,51.536586017,51.704194780,0.167608763
21,35,-0.752414302,-2.812956446,51.641963166,51.672774759,37,1,51.591630559,51.766390623,0.174760065
21,36,-0.760900470,-2.655870846,51.623900616,51.629127733,35,1,51.553149219,51.720131437,0.166982217
21,37,-0.772902926,-2.505482190,51.538833899,51.524103900,35,1,51.440463567,51.591118835,0.150655268
21,38,-0.779725667,-2.358398211,51.648874049,51.659998216,41,1,51.573506180,51.730748013,0.157241833
21,39,-0.788693451,-2.190918766,51.645694467,51.645774803,68,1,51.576604651,51.733961245,0.157356594
21,40,-0.796179085,-2.064633478,51.473452207,51.472202333,62,1,51.354061770,51.552339500,0.198277730
21,41,-0.803865937,-1.911299327,51.412978913,51.424758507,50,1,51.356323646,51.515680380,0.159356734
21,42,-0.815953021,-1.760023159,51.359262173,51.360043601,51,1,51.298914569,51.416653110,0.117738541
21,43,-0.819699358,-1.608470567,51.421664849,51.434484101,51,1,51.222485262,51.574602676,0.352117414
21,44,-0.823467142,-1.463186315,51.590744787,51.634701407,45,1,51.523705371,51.778385554,0.254680183
21,45,-0.828545731,-1.304611978,51.511117475,51.505865093,38,1,51.467542476,51.582600841,0.115058365
21,46,-0.833179404,-1.165212248,51.435451941,51.472111592,37,1,51.387159473,51.558200505,0.171041032
