east_cell,north_cell,east_m,north_m,b_total_uT,b_mean_uT,sample_count,session_count,b_q25_uT,b_q75_uT,b_iqr_uT
37,27,1.625328351,-4.008286841,52.253761214,52.270139614,49,1,52.192396282,52.329144222,0.136747940
37,28,1.609542905,-3.857186103,52.348216299,52.328395936,41,1,52.212400283,52.415091877,0.202691594
37,29,1.593094249,-3.711272877,52.252075835,52.259964403,38,1,52.155900259,52.356247848,0.200347589
37,30,1.576660777,-3.568678975,52.294020274,52.312520443,36,1,52.223673132,52.376743280,0.153070147
37,31,1.561990853,-3.416254148,52.372505394,52.393215438,35,1,52.306108254,52.486481597,0.180373343
37,32,1.543239532,-3.255301364,52.325094024,52.318181560,28,1,52.230309250,52.417253529,0.186944279
37,33,1.534936191,-3.142994788,52.395034720,52.402585881,17,1,52.347997530,52.491591215,0.143593685
38,4,1.815534975,-7.447501592,53.475436350,53.488935225,35,1,53.361017142,53.648719480,0.287702338
38,5,1.787736427,-7.303341345,53.631322103,53.622143357,32,1,53.561827583,53.673025619,0.111198036
38,6,1.760337687,-7.156167261,53.645916977,53.669574069,31,1,53.556264306,53.787458795,0.231194489
38,7,1.734410852,-7.013092204,53.518367747,53.544087557,39,1,53.413062358,53.669987964,0.256925606
38,8,1.711928160,-6.855492593,53.621845401,53.618617835,35,1,53.573106345,53.676222559,0.103116213
38,9,1.688084249,-6.728602939,53.738271493,53.718491029,27,1,53.647555561,53.804306369,0.156750809
38,11,1.829826852,-6.357645433,52.399813190,52.379759683,14,1,52.307683919,52.447252771,0.139568851
38,13,1.829742229,-6.104094468,52.267234658,52.290125354,36,1,52.169029680,52.404609277,0.235579597
38,14,1.820583088,-5.964045285,52.259083345,52.273486303,44,1,52.167317686,52.392421694,0.225104008
38,15,1.807522326,-5.806085937,52.371634283,52.374400700,44,1,52.267153127,52.472248006,0.205094879
38,16,1.792833064,-5.661823276,52.262728161,52.241748881,41,1,52.162092006,52.319888740,0.157796734
38,17,1.781433050,-5.508695732,52.425713779,52.423291694,40,1,52.369618036,52.493424975,0.123806940
38,18,1.772754093,-5.358548854,52.259156642,52.261426349,38,1,52.165917838,52.327243496,0.161325658
38,19,1.759006163,-5.215008476,52.433029052,52.430988265,36,1,52.339608593,52.542139329,0.202530737
38,20,1.744134346,-5.060543210,52.518758629,52.534414003,39,1,52.456209295,52.611867656,0.155658361
38,21,1.725136980,-4.907537299,52.391156837,52.391737993,40,1,52.303690035,52.490226525,0.186536490
38,22,1.713545456,-4.754524750,52.316584177,52.289568320,44,1,52.203707858,52.410632933,0.206925075
38,23,1.696526086,-4.605514805,52.314837061,52.326093202,55,1,52.239156704,52.389349494,0.150192790
38,24,1.683863460,-4.523799085,52.299678608,52.310356484,6,1,52.273728369,52.324053399,0.050325031
38,31,1.831238127,-3.350799773,52.310648149,52.325715873,8,1,52.213734966,52.438179849,0.224444883
38,32,1.824312151,-3.262557679,52.262079475,52.259729263,31,1,52.165736368,52.339688229,0.173951861
38,33,1.814733207,-3.110659333,52.248853877,52.254021464,32,1,52.179394900,52.319610867,0.140215967
38,34,1.810657445,-2.967007951,52.518841003,52.493850431,28,1,52.404735893,52.584567290,0.179831397
38,35,1.803770127,-2.806199792,52.560698797,52.522563296,28,1,52.407671430,52.593324511,0.185653080
38,36,1.795086614,-2.654835791,52.268819175,52.310647866,24,1,52.246336252,52.369950615,0.123614363
38,37,1.787893958,-2.509080477,52.276053464,52.251763429,22,1,52.154871261,52.320930030,0.166058769
38,38,1.784006491,-2.364285597,52.195208237,52.204169229,23,1,52.121193108,52.272059268,0.150866161
38,39,1.779283068,-2.214357386,52.284366058,52.253256775,23,1,52.170162904,52.321765664,0.151602761
38,40,1.774150272,-2.058790618,52.238569041,52.235195853,22,1,52.182440485,52.285650687,0.103210202
38,41,1.767477381,-1.906465761,52.289372644,52.257060587,22,1,52.181234481,52.319251356,0.138016875
38,42,1.763849132,-1.769616536,52.195666565,52.160329063,22,1,52.013975022,52.242623349,0.228648326
38,43,1.756520447,-1.614095474,52.395705589,52.380234219,23,1,52.297814922,52.449014177,0.151199254
38,44,1.750980722,-1.458733951,52.417074212,52.405118894,24,1,52.299690856,52.499048170,0.199357314
38,45,1.743871198,-1.313065390,52.565743045,52.516641797,21,1,52.406633987,52.596322112,0.189688125
38,46,1.740019479,-1.160825960,52.547902673,52.609713623,21,1,52.473481827,52.614665792,0.141183965
38,47,1.739243975,-1.013286250,52.465080569,52.433639771,24,1,52.371540895,52.501763673,0.130222778
38,48,1.739425465,-0.856559628,52.473422293,52.457204156,28,1,52.372424343,52.522061836,0.149637493
38,49,1.738013002,-0.706013644,52.431279899,52.450750863,32,1,52.372248599,52.545875501,0.173626903
38,50,1.733805287,-0.561515777,52.377821491,52.436315483,41,1,52.332946942,52.515786503,0.182839560
38,51,1.731616019,-0.417659339,52.000348431,52.003428021,53,1,51.902731085,52.095447250,0.192716165
38,52,1.732427624,-0.259432636,51.999613893,52.017145082,40,1,51.932520020,52.072372839,0.139852820
38,53,1.727621176,-0.107423149,51.975301626,52.005505208,34,1,51.922400310,52.066477802,0.144077492
38,54,1.725066955,0.039254956,51.973732961,52.002941098,40,1,51.889258357,52.071802881,0.182544524
38,55,1.724767901,0.186743410,52.262487225,52.254743101,39,1,52.170658599,52.338505599,0.167847000
38,56,1.721411631,0.342613122,52.205625011,52.192936358,39,1,52.095854305,52.279991910,0.184137606
38,57,1.720627749,0.498865689,52.175950731,52.134922692,38,1,52.034088440,52.248501948,0.214413508
38,58,1.718860579,0.643632096,52.296933529,52.290434284,41,1,52.238051453,52.359695765,0.121644313
38,59,1.720581364,0.798398658,52.154810771,52.168584424,55,1,52.105759796,52.231216838,0.125457042
38,60,1.724516217,0.945318114,51.960697580,51.780874021,322,1,51.234280778,52.265360823,1.031080046
39,0,1.946950302,-8.085413732,53.057313877,52.673976115,411,2,52.053580771,53.310233992,1.256653221
39,1,1.959322984,-7.962611423,51.978223917,52.098256076,258,2,51.478651468,52.384685872,0.906034403
39,2,1.940861794,-7.760746034,52.565195227,52.860216356,91,2,52.350693000,53.463085394,1.112392394
39,3,1.926810927,-7.613355575,52.761793982,53.050745880,81,2,52.576941962,53.555200898,0.978258936
39,4,1.918257721,-7.462493263,52.607287448,52.651226986,45,2,52.504910658,52.736512716,0.231602058
39,5,1.900637699,-7.310322856,52.552668311,52.550908189,36,1,52.465699734,52.641868373,0.176168639
39,6,1.893356674,-7.162869061,52.475332707,52.473809135,35,1,52.407769890,52.551144626,0.143374736
39,7,1.888736485,-7.011491809,52.484992656,52.492191293,40,1,52.413790289,52.592352711,0.178562421
39,8,1.876549935,-6.860557263,52.338660436,52.336651230,35,1,52.251467959,52.410018568,0.158550609
39,9,1.863250189,-6.706262209,52.253974850,52.290523327,33,1,52.196335083,52.398706660,0.202371577
39,10,1.856024340,-6.561638579,52.293636505,52.276809320,32,1,52.158514441,52.336998073,0.178483632
39,11,1.843534521,-6.438612891,52.304363309,52.314375198,22,1,52.203332188,52.403892498,0.200560309
39,12,1.835335258,-6.248503638,52.277969883,52.284241134,38,1,52.185049003,52.385319325,0.200270322
39,17,1.978823400,-5.465719856,52.537423871,52.509841877,13,1,52.409268096,52.642569534,0.233301438
39,18,1.966211171,-5.359327522,52.393423148,52.391121406,33,1,52.264269904,52.494666730,0.230396826
39,19,1.951780105,-5.210093737,52.434756019,52.438001730,39,1,52.342394870,52.538196547,0.195801677
39,20,1.941269807,-5.059939508,52.325985245,52.332646676,34,1,52.256400738,52.405449599,0.149048861
39,21,1.932672515,-4.916688021,52.259691860,52.248363363,35,1,52.155512553,52.361774935,0.206262382
39,22,1.915565894,-4.758327948,52.298802569,52.318814596,34,1,52.234015188,52.403500870,0.169485682
39,23,1.909585881,-4.603442421,52.439356215,52.430636049,38,1,52.350950644,52.505237304,0.154286660
39,24,1.898901341,-4.461007665,52.337793751,52.312660189,37,1,52.216022404,52.380763411,0.164741006
39,25,1.888935118,-4.306218126,52.253279282,52.267843758,37,1,52.179229869,52.348911463,0.169681594
39,26,1.880775841,-4.159656624,52.374473398,52.376459617,34,1,52.297005064,52.451221257,0.154216193
39,27,1.870005898,-4.008127508,52.457108277,52.444985386,32,1,52.393180783,52.482081201,0.088900418
39,28,1.859709735,-3.860283730,52.469387701,52.459489997,31,1,52.394132200,52.496901893,0.102769693
39,29,1.853270183,-3.708441094,52.414423727,52.376360130,29,1,52.255743150,52.463827501,0.208084351
39,30,1.842527896,-3.557017867,52.253352820,52.273193454,31,1,52.149227384,52.367468503,0.218241119
39,31,1.835015146,-3.426067953,52.288372675,52.293962643,23,1,52.234996446,52.346094493,0.111098047
40,7,2.128884153,-7.002546250,52.517517617,52.534551852,31,1,52.468427105,52.583264910,0.114837805
40,8,2.112900463,-6.854721894,52.621055382,52.596731893,36,1,52.506555178,52.672813483,0.166258305
40,9,2.095574664,-6.702069642,52.591938338,52.581208718,40,1,52.467421050,52.691128450,0.223707401
40,10,2.084324997,-6.560326478,52.600164174,52.590641178,35,1,52.532845039,52.638683247,0.105838208
40,11,2.072237863,-6.409920384,52.696973666,52.661351842,36,1,52.568700760,52.759412784,0.190712024
40,12,2.056096211,-6.262943612,52.521575228,52.528597585,31,1,52.395877816,52.666291775,0.270413959
40,13,2.041768288,-6.113343781,52.553454941,52.559462116,35,1,52.463809626,52.648186620,0.184376994
40,14,2.028042244,-5.962130781,52.565645181,52.581951325,38,1,52.501700247,52.642854618,0.141154371
40,15,2.013444284,-5.808196852,52.601791917,52.626006941,33,1,52.505516819,52.737065551,0.231548732
40,16,1.996150277,-5.658549986,52.631117184,52.630391162,32,1,52.552046494,52.733811694,0.181765200
40,17,1.985303818,-5.538583918,52.466751292,52.463594601,18,1,52.397156033,52.519136939,0.121980906
41,3,2.184195238,-7.550613729,52.197743693,51.827625755,274,1,51.964249076,52.338242741,0.373993665
41,4,2.174081948,-7.526505523,52.404124910,50.789428466,127,1,48.849638896,52.602534634,3.752895738
41,5,2.159308569,-7.316012411,52.569264401,52.569969106,51,1,52.504239581,52.612281642,0.108042061
41,6,2.145385877,-7.168885077,52.560500508,52.607316619,39,1,52.478728526,52.726933384,0.248204858
41,7,2.133126744,-7.075578864,52.499636492,52.513768851,5,1,52.467090885,52.501295429,0.034204543
41,56,2.279904858,0.372964383,51.980506465,52.006565568,34,1,51.913752036,52.103443910,0.189691874
41,57,2.269991649,0.487574175,52.016034524,52.016758099,46,1,51.935079567,52.073578743,0.138499176
41,58,2.261930098,0.644296843,52.128100800,52.147953920,41,1,52.051094912,52.182252951,0.131158039
41,59,2.252899629,0.797447215,52.062263882,52.073784117,40,1,52.011798334,52.133071309,0.121272975
41,60,2.246721061,0.958777009,52.023755019,52.056587113,63,1,51.966422731,52.156215132,0.189792401
41,61,2.245461137,1.027917718,52.031600136,52.033815675,146,1,51.935539318,52.132266269,0.196726950
42,41,2.429155587,-1.868862984,51.887944911,51.905458486,14,1,51.790412365,52.010502637,0.220090272
42,42,2.427300780,-1.757404218,52.077389698,52.069175698,29,1,51.995590180,52.137719756,0.142129576
42,43,2.418243998,-1.610266481,51.954684250,51.983609356,36,1,51.900967577,52.068172075,0.167204498
42,44,2.409199490,-1.462775962,51.996952458,52.015718484,38,1,51.902728860,52.109590991,0.206862131
42,45,2.398946257,-1.312881035,52.065088332,52.088600365,34,1,52.004299718,52.190176082,0.185876365
42,46,2.386891214,-1.160428218,52.059381820,52.060302653,33,1,51.933684956,52.169897401,0.236212445
42,47,2.377132068,-1.005700730,51.922950575,51.934770307,33,1,51.859680929,52.006922011,0.147241082
42,48,2.369595617,-0.856986476,52.059694784,52.077785884,33,1,52.019224050,52.168053512,0.148829462
42,49,2.364319721,-0.703903073,52.090993170,52.077835221,45,1,52.040157593,52.141829108,0.101671515
42,50,2.351597768,-0.548840664,52.031677947,52.018665260,73,1,51.932392118,52.105746731,0.173354614
42,51,2.340694941,-0.419198658,52.012902287,52.011347159,50,1,51.946148392,52.057371202,0.111222810
42,52,2.327788189,-0.252937542,52.077888070,52.095134162,41,1,51.985272369,52.138789148,0.153516780
42,53,2.313184378,-0.103886225,52.134615044,52.129617090,46,1,52.047150418,52.216155115,0.169004697
42,54,2.302812435,0.044737455,52.200170814,52.181792583,51,1,52.082825860,52.256636669,0.173810809
42,55,2.292211493,0.201484512,52.146108451,52.118369412,61,1,52.017467693,52.221864753,0.204397060
42,56,2.283282479,0.314383047,51.981944555,51.983360611,46,1,51.895706994,52.020987844,0.125280850
43,17,2.580941775,-5.458299906,52.068999669,52.056658883,11,1,51.975378869,52.130294160,0.154915291
43,18,2.575779932,-5.360439907,52.145663247,52.164328079,39,1,52.055792571,52.283235067,0.227442495
43,19,2.567587426,-5.214287509,52.301626436,52.289183209,42,1,52.243039062,52.335735020,0.092695958
43,20,2.558969393,-5.060251865,52.151299808,52.120581414,44,1,52.025205049,52.225776655,0.200571606
43,21,2.549579945,-4.909622694,51.972246866,51.954689929,39,1,51.838721349,52.074592700,0.235871351
43,22,2.537740228,-4.756184920,51.934574539,51.935731858,39,1,51.822109653,52.023284618,0.201174965
43,23,2.531189441,-4.617355092,51.982903956,51.979156617,41,1,51.864374213,52.085560952,0.221186739
43,24,2.521536825,-4.467801805,51.929901227,51.924791809,39,1,51.876095005,51.995463866,0.119368861
43,25,2.513695714,-4.308774708,51.844847160,51.859526987,36,1,51.771477565,51.942176061,0.170698496
43,26,2.505331886,-4.162319096,52.004465900,51.980685843,34,1,51.917559947,52.050324225,0.132764277
43,27,2.490463593,-4.002511793,51.888322380,51.899108758,37,1,51.833358295,51.995959669,0.162601373
43,28,2.488449503,-3.858093139,51.921753098,51.916240608,35,1,51.803109038,52.045938676,0.242829638
43,29,2.481908313,-3.711722130,51.971241697,51.954240133,39,1,51.871290068,52.041457690,0.170167622
43,30,2.475873293,-3.551475943,51.913815116,51.909999679,41,1,51.789728216,52.030591713,0.240863498
43,31,2.469422055,-3.403015867,51.959900934,51.975773492,38,1,51.891704747,52.056839223,0.165134476
43,32,2.461357980,-3.259641435,51.899548964,51.882965920,38,1,51.792458580,51.991206284,0.198747704
43,33,2.455838625,-3.109689506,51.923274505,51.923574586,41,1,51.827639035,52.005760778,0.178121742
43,34,2.448386367,-2.956887745,51.990743914,52.000285455,38,1,51.904117960,52.075701406,0.171583446
43,35,2.442472013,-2.804778043,52.000005603,51.998666218,35,1,51.950590165,52.068626331,0.118036166
43,36,2.437753839,-2.661590143,52.099419968,52.065358545,30,1,51.982703794,52.151120373,0.168416579
43,37,2.433997959,-2.513701553,51.767478498,51.765317379,30,1,51.650054429,51.862829010,0.212774581
43,38,2.433254797,-2.363273942,51.795661794,51.826773229,31,1,51.724695741,51.964995435,0.240299694
43,39,2.437087167,-2.205460874,51.882302566,51.895075376,31,1,51.790837504,51.980643201,0.189805697
43,40,2.437015410,-2.054041611,52.022113890,52.013708690,29,1,51.938665308,52.112548995,0.173883686
43,41,2.434438622,-1.942194044,51.950254755,51.980039611,15,1,51.904186449,52.070670246,0.166483796
44,5,2.729066337,-7.281032544,52.076541329,52.077256290,31,1,51.993824855,52.128089464,0.134264609
44,6,2.717126513,-7.169390738,52.098422497,52.109385155,41,1,51.974082670,52.173359954,0.199277283
44,7,2.707341034,-7.013582578,52.096110751,52.108787633,42,1,51.999043321,52.235922150,0.236878829
44,8,2.693701415,-6.855343561,52.064760731,52.073834293,36,1,51.959538338,52.162543626,0.203005288
44,9,2.679122653,-6.705343455,51.958260305,51.992495443,35,1,51.898828187,52.088068372,0.189240185
44,10,2.665761657,-6.562563557,51.964907749,51.969453986,35,1,51.857655537,52.060681595,0.203026059
44,11,2.655714395,-6.401677089,51.941781455,51.972865801,35,1,51.890830530,52.064445534,0.173615004
44,12,2.644151051,-6.262579812,51.860204770,51.867894291,35,1,51.809552501,51.924806303,0.115253803
44,13,2.626868402,-6.113970227,51.863990742,51.871815652,34,1,51.798928577,51.926488697,0.127560120
44,14,2.613199703,-5.957526567,52.034850061,52.028340238,35,1,51.928201260,52.104895512,0.176694252
44,15,2.606038519,-5.806465569,51.994281257,52.010873108,34,1,51.920462086,52.102046056,0.181583969
44,16,2.594191728,-5.659910333,51.983922392,52.000629372,33,1,51.919717765,52.070592033,0.150874268
44,17,2.585237966,-5.532090041,52.032456780,52.024848850,26,1,51.946609427,52.081089073,0.134479646
44,55,2.728907138,0.233295258,53.398094981,53.386668098,22,1,53.344832671,53.468693758,0.123861087
44,56,2.727500166,0.343194964,53.495207444,53.462654704,38,1,53.402672420,53.543018023,0.140345604
44,57,2.728568417,0.482971613,53.550504813,53.560543983,39,1,53.489186325,53.635600203,0.146413877
44,58,2.731180616,0.641375433,53.807652421,53.794466454,16,1,53.767503271,53.835168888,0.067665617
45,1,2.777800421,-7.929494617,51.458929372,51.499357107,336,1,50.877174572,52.088433221,1.211258650
45,2,2.767510420,-7.761169435,52.313124270,52.323635858,57,1,52.235178775,52.440416475,0.205237699
45,3,2.755159415,-7.612948577,52.232030099,52.179678301,53,1,52.080464325,52.293107106,0.212642781
45,4,2.743838140,-7.459220483,52.006706852,52.015373679,54,1,51.937135357,52.085986581,0.148851225
45,5,2.733463371,-7.355092578,52.086560892,52.116322812,18,1,52.054674187,52.183512330,0.128838143
45,26,2.880839583,-4.113735112,54.007101830,54.004061122,18,1,53.982682215,54.050861590,0.068179374
45,27,2.878347595,-4.009035003,53.733593211,53.724045592,39,1,53.600756450,53.843687290,0.242930840
45,28,2.871481564,-3.866331107,53.670508111,53.689251264,38,1,53.627817571,53.757785571,0.129968000
45,29,2.862999951,-3.714309538,53.750254489,53.734053755,36,1,53.627893903,53.837945128,0.210051224
45,30,2.856648634,-3.551324416,53.660954887,53.667858364,37,1,53.524101313,53.773511496,0.249410183
45,31,2.851783085,-3.402024089,53.715982655,53.680238426,48,1,53.589942044,53.798438702,0.208496657
45,32,2.845130109,-3.262051377,53.568077186,53.538964263,54,1,53.437275622,53.631739277,0.194463656
45,33,2.839329855,-3.115550486,53.579001141,53.571177871,47,1,53.472697868,53.663173736,0.190475868
45,34,2.833391144,-2.966433731,53.445092789,53.464789021,40,1,53.358922923,53.585095094,0.226172171
45,35,2.825857275,-2.812248018,53.496279902,53.480980088,33,1,53.382596040,53.595196483,0.212600443
45,36,2.821636560,-2.653731477,53.472734868,53.488921571,28,1,53.410313044,53.602232330,0.191919286
45,37,2.816328473,-2.510264567,53.436357805,53.399749924,28,1,53.276183019,53.551923360,0.275740341
45,38,2.811080533,-2.357769587,53.311265900,53.317863850,29,1,53.250420704,53.396286157,0.145865453
45,39,2.804496889,-2.210597292,53.353452270,53.349556199,29,1,53.279346970,53.432323723,0.152976753
45,40,2.798408806,-2.059090636,53.408484929,53.402517628,28,1,53.333751807,53.474273139,0.140521332
45,41,2.791192752,-1.911741964,53.378682547,53.363560297,30,1,53.315994714,53.433763474,0.117768760
45,42,2.786957608,-1.762408794,53.542624834,53.552775637,30,1,53.471893334,53.629519665,0.157626330
45,43,2.781103834,-1.606943316,53.399683112,53.385940079,31,1,53.277329395,53.484289645,0.206960250
45,44,2.777221030,-1.455308296,53.320644597,53.326608697,36,1,53.279935211,53.404204742,0.124269530
45,45,2.772721607,-1.305113316,53.446643407,53.468467185,46,1,53.388044355,53.561427572,0.173383217
45,46,2.769188115,-1.159184674,53.484646415,53.468797563,58,1,53.332578725,53.634392113,0.301813387
45,47,2.766044380,-1.014891481,53.396318457,53.378660683,50,1,53.268240798,53.470079369,0.201838571
45,48,2.758848726,-0.860158704,53.253290188,53.252887269,39,1,53.192979402,53.337939220,0.144959818
45,49,2.751908119,-0.716300564,53.375129142,53.363768115,41,1,53.289602532,53.441614756,0.152012224
45,50,2.751629041,-0.554794346,53.481769072,53.469133406,45,1,53.363135224,53.584468082,0.221332859
45,51,2.745700175,-0.399509806,53.452942470,53.455332715,47,1,53.370963095,53.519510418,0.148547323
45,52,2.742392041,-0.254954500,53.505950200,53.507685653,56,1,53.430417239,53.578005202,0.147587963
45,53,2.737321604,-0.112514411,53.578050879,53.590940307,60,1,53.509859481,53.673756040,0.163896559
45,54,2.737921388,0.037419806,53.485082608,53.503438058,62,1,53.414033479,53.580221789,0.166188310
45,55,2.733190700,0.153890813,53.511201090,53.493099501,28,1,53.429826683,53.562966769,0.133140086
45,56,2.731923618,0.293911863,53.280581124,53.280581124,2,1,53.276827143,53.284335104,0.007507960
45,58,2.732528008,0.609797118,53.677463227,53.691968009,29,1,53.631930961,53.717513026,0.085582066
45,59,2.735373811,0.793050963,53.617983682,53.614990837,53,1,53.537792812,53.696994148,0.159201336
45,60,2.734312097,0.966282296,53.472986590,53.483007396,80,1,53.375810337,53.578267546,0.202457209
45,61,2.735620635,1.025906511,52.617602934,52.641338841,131,1,52.109192410,53.142827255,1.033634845
46,11,3.031494120,-6.368234906,53.713106999,53.671170930,15,1,53.592808723,53.753480929,0.160672205
46,12,3.021799035,-6.259439990,53.615108597,53.605829612,31,1,53.507419333,53.702228295,0.194808962
46,13,3.012445909,-6.104757550,53.746790933,53.730419316,32,1,53.614474887,53.814460093,0.199985206
46,14,3.003713835,-5.954286687,53.799423967,53.804416883,35,1,53.730220641,53.880213104,0.149992462
46,15,2.990396292,-5.809014483,53.723286132,53.716855394,33,1,53.668374236,53.800095805,0.131721570
46,16,2.985611438,-5.659567679,53.761765983,53.763854514,37,1,53.689118312,53.810257872,0.121139561
46,17,2.973770102,-5.512629984,53.823299132,53.812665471,36,1,53.735981822,53.917227575,0.181245754
46,18,2.963466479,-5.361543214,53.964283341,53.966630045,38,1,53.833740160,54.022387219,0.188647059
46,19,2.951834533,-5.206719776,53.825768857,53.809972756,38,1,53.727802962,53.881904363,0.154101402
46,20,2.940599376,-5.058363842,53.780191124,53.766121264,39,1,53.717767229,53.825392220,0.107624991
46,21,2.930917315,-4.911201537,53.924783944,53.913808544,38,1,53.784911115,53.996270984,0.211359868
46,22,2.917341961,-4.757966689,53.932508830,53.938374933,40,1,53.796843350,54.027900635,0.231057285
46,23,2.909188168,-4.609088439,53.948879724,53.927828311,42,1,53.865554085,53.993539961,0.127985876
46,24,2.903544566,-4.458575412,53.996728850,54.010018441,42,1,53.871022192,54.068107402,0.197085210
46,25,2.895073229,-4.311998705,53.775880390,53.774636450,39,1,53.665779728,53.898367848,0.232588121
46,26,2.890475787,-4.193281210,53.771792075,53.792569765,25,1,53.613637391,53.937962445,0.324325054
47,3,3.131757404,-7.582880424,53.216520345,53.231997046,89,1,53.095673337,53.366798443,0.271125106
47,4,3.123694984,-7.471340061,53.629055674,53.624136944,78,1,53.539728533,53.696399991,0.156671458
47,5,3.105393210,-7.312206683,53.683087257,53.663218276,45,1,53.576959230,53.750594166,0.173634935
47,6,3.099590220,-7.158226443,53.758033766,53.770338282,39,1,53.691409807,53.842577585,0.151167778
47,7,3.080618330,-7.011106399,53.743352663,53.766660125,34,1,53.660367192,53.863686540,0.203319348
47,8,3.067765070,-6.860053874,53.806308731,53.789897445,33,1,53.698698591,53.861076659,0.162378069
47,9,3.057551969,-6.708727620,53.695348122,53.694510361,32,1,53.610856598,53.749903628,0.139047030
47,10,3.046062951,-6.561127308,53.745605585,53.763936087,32,1,53.705770605,53.836081776,0.130311171
47,11,3.034751515,-6.443671795,53.779943588,53.784465551,16,1,53.677530515,53.883914784,0.206384269
48,45,3.328935110,-1.268299619,53.438926498,53.414285183,12,1,53.338885929,53.459945396,0.121059466
48,46,3.323419711,-1.159492588,53.417398672,53.396620740,23,1,53.351992716,53.444158258,0.092165542
48,47,3.317665334,-1.006254927,53.352087819,53.407963533,26,1,53.316079480,53.521299484,0.205220003
48,48,3.309002447,-0.856975615,53.399624006,53.389770606,26,1,53.321583939,53.471728908,0.150144969
48,49,3.299471768,-0.716017903,53.447779490,53.445883861,29,1,53.343186630,53.547910584,0.204723954
48,50,3.297371299,-0.558187224,53.482024567,53.482715620,29,1,53.407980409,53.603842738,0.195862330
48,51,3.288384679,-0.403029816,53.429304552,53.433248947,29,1,53.381667795,53.484889501,0.103221706
48,52,3.287367987,-0.257041903,53.540088243,53.517516181,27,1,53.419247726,53.631747219,0.212499494
48,53,3.279740460,-0.112787763,53.520047637,53.516045290,28,1,53.411963141,53.569978495,0.158015354
48,54,3.277365014,0.038604236,53.496952047,53.476941319,35,1,53.391555554,53.546920828,0.155365274
48,55,3.272460241,0.216706180,53.323047598,53.335545925,66,1,53.250340270,53.422562100,0.172221829
48,56,3.267179516,0.322890839,53.256914030,53.261998620,74,1,53.195271625,53.342345546,0.147073920
48,57,3.263391252,0.494065170,53.368403423,53.364808645,54,1,53.285699158,53.453985937,0.168286779
48,58,3.267658212,0.679788692,53.454471039,53.446172668,106,1,53.330438676,53.552861628,0.222422952
48,59,3.265398742,0.766742391,53.496538806,53.508052886,95,1,53.440259252,53.580921570,0.140662317
48,60,3.257653193,0.981997427,53.477166053,53.473801374,178,1,53.387781980,53.548034000,0.160252020
48,61,3.265413914,1.018764582,53.164372002,53.202160980,55,1,53.051373681,53.372461042,0.321087361
49,30,3.481432107,-3.488314178,53.349449820,53.349449820,1,1,53.349449820,53.349449820,0.000000000
49,31,3.476682672,-3.404865527,53.466824343,53.465873550,38,1,53.354527352,53.569054500,0.214527148
49,32,3.461448737,-3.253831432,53.427299077,53.417560749,37,1,53.344627218,53.486160840,0.141533621
49,33,3.447806365,-3.108780570,53.434103304,53.430621196,32,1,53.369395590,53.499130231,0.129734641
49,34,3.435904860,-2.960672401,53.367047214,53.370073146,31,1,53.269559694,53.462423946,0.192864252
49,35,3.424910917,-2.812582724,53.459579063,53.485218635,31,1,53.382340475,53.570998874,0.188658399
49,36,3.413257763,-2.663557599,53.478524970,53.478235378,30,1,53.396930606,53.549106811,0.152176205
49,37,3.403760297,-2.506011030,53.350580424,53.341026643,30,1,53.253520834,53.412203914,0.158683080
49,38,3.394131050,-2.359353799,53.286929542,53.295417741,30,1,53.181636791,53.363105680,0.181468889
49,39,3.386141957,-2.212314520,53.323817970,53.316855406,29,1,53.222155183,53.389661607,0.167506424
49,40,3.375049729,-2.059763391,53.224332204,53.232308398,27,1,53.156644626,53.259746550,0.103101924
49,41,3.364833207,-1.910942953,53.413556252,53.368927445,27,1,53.268413986,53.483350752,0.214936766
49,42,3.354907655,-1.762912166,53.526405515,53.489532313,27,1,53.312956530,53.640411137,0.327454607
49,43,3.350919953,-1.611941465,53.460525587,53.451709697,27,1,53.358685482,53.533604902,0.174919421
49,44,3.341154080,-1.462343134,53.462617649,53.476682747,28,1,53.336933032,53.575464420,0.238531388
49,45,3.334240027,-1.344920006,53.718560248,53.690639908,12,1,53.488589809,53.841244320,0.352654512
50,21,3.622541502,-4.900537761,53.180473840,53.169065272,28,1,53.098396272,53.268972473,0.170576201
50,22,3.601664196,-4.753204631,53.306399133,53.304468634,29,1,53.220554180,53.383362677,0.162808497
50,23,3.583353371,-4.606337817,53.330117222,53.337327727,31,1,53.254442005,53.418463178,0.164021173
50,24,3.570223663,-4.461069867,53.443716023,53.452764227,32,1,53.359489935,53.537824016,0.178334081
50,25,3.554279237,-4.315587649,53.470789042,53.483490875,30,1,53.375257737,53.619008954,0.243751217
50,26,3.542788651,-4.161266273,53.560264740,53.567846776,36,1,53.492500424,53.628243136,0.135742712
50,27,3.525773042,-4.004399097,53.524979029,53.516283449,35,1,53.409747159,53.624550019,0.214802860
50,28,3.513068548,-3.859416934,53.457819090,53.450497865,33,1,53.369694500,53.528744918,0.159050418
50,29,3.501820815,-3.714562839,53.443460316,53.430918790,35,1,53.364423578,53.537061561,0.172637983
50,30,3.486449029,-3.565807537,53.336901502,53.312567615,33,1,53.250871066,53.383521044,0.132649978
51,13,3.773964361,-6.088036765,53.502105910,53.506063361,30,1,53.443622168,53.571765287,0.128143119
